UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS
P.078_N.01_078/01/05_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/05,LEMBAH BERTAM,SJK(C) BERTAM VALLEY,3,324,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,61,DAP,MANOGARAN,MALE,59,240,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,18,319,5,0
P.078_N.01_078/01/05_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/05,LEMBAH BERTAM,SJK(C) BERTAM VALLEY,4,289,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,83,DAP,MANOGARAN,MALE,59,178,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,21,282,7,0
P.078_N.01_078/01/05_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/05,LEMBAH BERTAM,SJK(C) BERTAM VALLEY,5,258,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,81,DAP,MANOGARAN,MALE,59,159,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,10,250,8,0
P.078_N.01_078/01/06_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/06,BANDAR RINGLET,SJK(T) RINGLET,1,245,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,51,DAP,MANOGARAN,MALE,59,172,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,11,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,9,243,2,0
P.078_N.01_078/01/06_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/06,BANDAR RINGLET,SJK(T) RINGLET,2,263,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,41,DAP,MANOGARAN,MALE,59,210,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,7,260,3,0
P.078_N.01_078/01/06_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/06,BANDAR RINGLET,SJK(T) RINGLET,3,390,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,57,DAP,MANOGARAN,MALE,59,323,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,386,4,0
P.078_N.01_078/01/06_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/06,BANDAR RINGLET,SJK(T) RINGLET,4,347,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,44,DAP,MANOGARAN,MALE,59,283,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,14,341,6,0
P.078_N.01_078/01/06_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/06,BANDAR RINGLET,SJK(T) RINGLET,5,271,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,35,DAP,MANOGARAN,MALE,59,227,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,6,270,1,0
P.078_N.01_078/01/07_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/07,HABU,SMK RINGLET,1,209,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,58,DAP,MANOGARAN,MALE,59,134,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,5,201,8,0
P.078_N.01_078/01/07_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/07,HABU,SMK RINGLET,2,297,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,101,DAP,MANOGARAN,MALE,59,185,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,7,295,2,0
P.078_N.01_078/01/08_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/08,LADANG BOH 1,SJK(T) LADANG BOH 1,1,82,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,36,DAP,MANOGARAN,MALE,59,41,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,79,3,0
P.078_N.01_078/01/09_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/09,LADANG BOH 2,SJK(T) LADANG BOH 2,1,109,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,70,DAP,MANOGARAN,MALE,59,35,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,106,3,0
P.078_N.01_078/01/10_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/10,KEA FARM,SJK(C) KEA FARM,1,293,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,78,DAP,MANOGARAN,MALE,59,194,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,12,291,2,0
P.078_N.01_078/01/11_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,1,197,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,62,DAP,MANOGARAN,MALE,59,113,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,6,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,8,189,8,0
P.078_N.01_078/01/11_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,2,228,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,110,DAP,MANOGARAN,MALE,59,107,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,6,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,225,3,0
P.078_N.01_078/01/11_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,3,326,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,152,DAP,MANOGARAN,MALE,59,164,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,322,4,0
P.078_N.01_078/01/11_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,4,318,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,142,DAP,MANOGARAN,MALE,59,169,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,315,3,0
P.078_N.01_078/01/11_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,5,258,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,111,DAP,MANOGARAN,MALE,59,136,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,254,4,0
P.078_N.01_078/01/11_6,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,6,233,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,126,DAP,MANOGARAN,MALE,59,100,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,231,2,0
P.078_N.01_078/01/11_7,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/11,TANAH RATA,SMK SULTAN AHMAD SHAH,7,269,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,150,DAP,MANOGARAN,MALE,59,107,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,266,3,0
P.078_N.01_078/01/12_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/12,BERINCHANG,SJK(C) BRINCHANG,1,192,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,60,DAP,MANOGARAN,MALE,59,111,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,10,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,184,8,0
P.078_N.01_078/01/12_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/12,BERINCHANG,SJK(C) BRINCHANG,2,214,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,66,DAP,MANOGARAN,MALE,59,137,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,4,211,3,0
P.078_N.01_078/01/12_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/12,BERINCHANG,SJK(C) BRINCHANG,3,306,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,112,DAP,MANOGARAN,MALE,59,181,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,295,11,0
P.078_N.01_078/01/12_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/12,BERINCHANG,SJK(C) BRINCHANG,4,283,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,143,DAP,MANOGARAN,MALE,59,130,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,277,6,0
P.078_N.01_078/01/12_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/12,BERINCHANG,SJK(C) BRINCHANG,5,228,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,137,DAP,MANOGARAN,MALE,59,80,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,224,4,0
P.078_N.01_078/01/12_6,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/12,BERINCHANG,SJK(C) BRINCHANG,6,276,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,191,DAP,MANOGARAN,MALE,59,77,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,4,272,4,0
P.078_N.01_078/01/13_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/13,LADANG SUNGAI PALAS,SJK(T) LADANG SUNGAI PALAS,1,127,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,48,DAP,MANOGARAN,MALE,59,68,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,121,6,0
P.078_N.01_078/01/14_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/14,LADANG BLUE VALLEY,SJK(T) LADANG BLUE VALLEY,1,198,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,22,DAP,MANOGARAN,MALE,59,163,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,188,10,0
P.078_N.01_078/01/15_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,1,252,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,39,DAP,MANOGARAN,MALE,59,195,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,6,247,5,0
P.078_N.01_078/01/15_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,2,241,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,50,DAP,MANOGARAN,MALE,59,180,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,6,238,3,0
P.078_N.01_078/01/15_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,3,360,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,82,DAP,MANOGARAN,MALE,59,268,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,6,357,3,0
P.078_N.01_078/01/15_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,4,295,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,40,DAP,MANOGARAN,MALE,59,244,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,8,292,3,0
P.078_N.01_078/01/15_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,5,298,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,76,DAP,MANOGARAN,MALE,59,208,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,8,293,5,0
P.078_N.01_078/01/16_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,1,212,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,49,DAP,MANOGARAN,MALE,59,137,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,13,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,8,207,5,0
P.078_N.01_078/01/16_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,2,234,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,41,DAP,MANOGARAN,MALE,59,181,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,228,6,0
P.078_N.01_078/01/16_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,3,259,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,39,DAP,MANOGARAN,MALE,59,207,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,9,255,4,0
P.078_N.01_078/01/16_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,4,239,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,32,DAP,MANOGARAN,MALE,59,202,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,4,238,1,0
P.078_N.01_078/01/17_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/17,TERINGKAP,SJK(C) TRINGKAP,1,257,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,62,DAP,MANOGARAN,MALE,59,174,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,4,247,10,0
P.078_N.01_078/01/17_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/17,TERINGKAP,SJK(C) TRINGKAP,2,328,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,50,DAP,MANOGARAN,MALE,59,266,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,9,325,3,0
P.078_N.01_078/01/17_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/17,TERINGKAP,SJK(C) TRINGKAP,3,251,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,44,DAP,MANOGARAN,MALE,59,202,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,4,250,1,0
P.078_N.02_078/02/01_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/01,POS LANAI,SK LANAI,1,186,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,117,DAP,MANOGARAN,MALE,59,61,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,181,5,0
P.078_N.02_078/02/01_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/01,POS LANAI,SK LANAI,2,193,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,149,DAP,MANOGARAN,MALE,59,42,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,191,2,0
